,loss,acc,val_loss,val_acc
0,1.6736085414886475,0.36951056122779846,1.519759178161621,0.42952126264572144
1,1.5470123291015625,0.4200059175491333,1.5544544458389282,0.40757977962493896
2,1.5090761184692383,0.432278573513031,1.495036005973816,0.4128989279270172
3,1.4927705526351929,0.4391542077064514,1.493611216545105,0.448803186416626
4,1.479781150817871,0.4414154887199402,1.4683244228363037,0.43218085169792175
5,1.4546654224395752,0.45586279034614563,1.4772604703903198,0.4348404109477997
6,1.4389084577560425,0.4595593810081482,1.5065213441848755,0.43284574151039124
7,1.4361708164215088,0.45756322145462036,1.4461637735366821,0.44946807622909546
8,1.4221922159194946,0.45970723032951355,1.45406973361969,0.4341755211353302
9,1.4133468866348267,0.4702794551849365,1.4252114295959473,0.4727393686771393
10,1.4038678407669067,0.4706491231918335,1.4590377807617188,0.4348404109477997
11,1.4049934148788452,0.4700576663017273,1.4382646083831787,0.45944148302078247
12,1.3944251537322998,0.47227561473846436,1.5039331912994385,0.42885637283325195
13,1.38228440284729,0.47892946004867554,1.4131397008895874,0.46077126264572144
14,1.3797578811645508,0.4810734987258911,1.3894671201705933,0.4727393686771393
15,1.3666611909866333,0.4844004213809967,1.418351173400879,0.46010637283325195
16,1.3559752702713013,0.4883188009262085,1.4108800888061523,0.4760638177394867
17,1.3574341535568237,0.48550939559936523,1.421297550201416,0.45345744490623474
18,1.3479461669921875,0.4937897324562073,1.3913910388946533,0.47340425848960876
19,1.3408628702163696,0.49918675422668457,1.429623007774353,0.47473403811454773
%%Elapsed Time: 13.35m. 
